"Guid","AccountId","Application__c","Comments","ContactId","Description","IsEscalated","ParentId","Priority","Reason","Status","Subject","SuppliedCompany","SuppliedName","SuppliedPhone","Type","TypeDetail__c"
93b13db1-b4f3-4e42-99a8-65b0cf396e35,d225c100-912d-4fe8-9b80-c8df2aaca625,"#N/A","#N/A",70b95263-ef2f-4005-8367-ba726edd800f,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,On Hold,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
93b42ea5-36a8-4f2b-ab5e-db2c55fbb557,62182832-1860-413c-bff0-d887381c7ac6,"#N/A","#N/A",364776e6-96a0-4862-9d5b-3163dbf002d7,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Closed,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
93fee6eb-53f5-495f-850a-2ba06d6939ea,8d7cfb6a-0e4a-4e2c-b841-a89fdb464c86,"#N/A","#N/A",d65be352-6c18-403f-a36b-5aa5d2444c72,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Rejected,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
941b16da-c061-4c32-9cf8-bd2360f43af6,02be6fc9-018d-4c1e-9804-53416ee12e3a,"#N/A","#N/A",873bdf16-2722-47a8-b2ef-ce218fa4358c,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,On Hold,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
944a1770-b928-4c76-9564-baf51fd60f94,d0cbe96f-9a4d-42d3-b224-fe9649d71dc9,"#N/A","#N/A",5e1375d9-62da-40e2-a4fa-b24f34935912,EMEA Case,false,"#N/A",Medium,Complex functionality,Closed,Customization Help,"#N/A","#N/A","#N/A",Question,"#N/A"
94e71f15-5c56-4851-a84a-77fe8e780453,9b90a7db-b9d6-4db4-a10b-b65b99354f15,"#N/A","#N/A",82c5fa1c-9e59-4ed5-b126-2d92d7bb1451,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,New,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
9514d570-9efb-4d24-a00d-abefc390dae5,01c66fd6-e690-4164-8322-158293db8cba,"#N/A","#N/A",31c42aee-dfbb-4f5d-8e6a-e6f84d9c12e8,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Rejected,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
951f0e67-c3e1-4b07-9226-76c1e955a880,e3346ec9-a5af-4d12-8910-74bb73264a91,"#N/A","#N/A",1a04694f-5a88-4018-88c8-2d336ebc735b,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Closed,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
95460a81-1eb7-49f3-a497-4b81814e32b2,aa8f1e85-704c-421a-a354-7529f4b45488,"#N/A","#N/A",c4b753d2-5fc5-424a-849d-26dc3c17cc72,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Approved,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
9577b5b1-a8e6-408e-9b94-9c7d48566ba6,aecf535c-a16e-4068-9613-a8bb42ec15eb,"#N/A","#N/A",c1bdb260-0cb0-401d-9229-48a01eaada3d,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Closed,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
9581b7d9-62de-4151-b424-6b8a2331f3c5,2acf4ddc-0b38-4bec-beda-09b6098d31fb,"#N/A","#N/A",6b5d0df9-7132-4f03-8453-ffc73e96a9e2,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,On Hold,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
9585c610-0015-4ba5-bcca-f092861253a2,507942b0-fa27-4f46-89e5-a93551d6fd4f,"#N/A","#N/A",f8d1c614-a9a5-444c-b671-9534ec9ebe33,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Closed,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
960236d6-d8b8-45d6-b7b0-0c49c0fc7cd5,a9160ca8-d09c-4220-96cb-50b2ff4e51d6,"#N/A","#N/A",456fb22b-cc27-4661-aa97-972548018cfe,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Escalated,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
961b3ba0-09a7-462c-9e56-19bdb6e54217,8bc52755-a508-4930-82eb-496bf3c8c324,"#N/A","#N/A",4c6b2645-d368-4098-bb1d-c8c76932a366,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Closed,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
963d9178-9069-4b43-b73c-cfcbaf25aa84,6f9aeece-ba0d-45b9-afd8-9edbc95a49e7,"#N/A","#N/A",7a0755c1-6976-4f67-a8a8-88518b33e445,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Escalated,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
9643b9c8-15a6-4de7-a8f2-e29de1589697,02861e42-67c8-454f-8357-a52265b19a3a,"#N/A","#N/A",a2707851-655f-4dc1-b3ec-cd9c38d29886,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Pending Approval,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
9654ecfa-435f-4d23-9ab9-1d1bd08bedc8,9116998f-eb4c-480a-80e0-77343e4df9f4,"#N/A","#N/A",b8d68320-b5cc-460b-af98-014d8d5c3cf1,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,On Hold,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
966a0c6b-76af-4c72-8bda-61c5e0bd960f,4149746a-2b7f-4095-a854-de52d62ff012,"#N/A","#N/A",aebfce8c-91dd-472d-8457-a6eab4a0cd84,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Closed,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
9685e2d4-ca6c-4458-92dc-3ee7afe9646c,a69fa085-5e65-4a9a-b02f-8937ef374de8,"#N/A","#N/A",abfadfee-c25b-40e3-a237-f28a373645a4,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Closed,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
96ae3778-061f-4df7-a812-1bfbdb35bc21,1314baf4-d6b7-4cbc-85ee-83cdb321887d,"#N/A","#N/A",7a7e62a8-28d0-4286-b510-b01f0e886c4d,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,On Hold,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
96df24ac-c417-4d14-b24d-daa8111c50a9,d0d48bb8-163e-4f5e-a858-abbf9fbc38f3,"#N/A","#N/A",19628f02-06a5-4b65-ab57-8864cbaf5c20,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Rejected,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
96f8ae26-11a3-4923-bd34-be09ab65e93f,2e85410a-c4fe-45b0-85fa-10ace72a0d20,"#N/A","#N/A",26af3f8d-eebc-430a-821e-00e3e174308d,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Closed,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
96fa0384-0ad9-4e6a-96f3-3d289895752b,f7f4beaa-ebc7-4d03-a4f3-73041cc205f0,"#N/A","#N/A",30270dad-4218-4a93-9b01-13491ce7c08c,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Rejected,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
970e4dac-2248-4622-b066-1aeae5cd06eb,27b17a86-bb2f-4de7-bd11-ad6772518679,"#N/A","#N/A",641e0d6c-d1cc-4674-9fb0-70be8ec6f350,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Pending Approval,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
973fda5d-7fea-458e-b3a7-326001fb1593,9116998f-eb4c-480a-80e0-77343e4df9f4,"#N/A","#N/A",645ac84e-9f80-423d-b8ce-ac5ece94328c,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Rejected,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
9744bc11-dfb2-4583-9810-81b539d9a059,e638edbe-bd4c-44e8-89fc-3bd49c98f589,"#N/A","#N/A",32610677-2ff0-436c-a897-1182bd2e121e,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,Escalated,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
9770576e-127d-4ec8-8de5-6200a7f86b8e,f7526c1c-26bd-4533-ae76-c6e2fec10ad5,"#N/A","#N/A",4d7f306f-0656-4279-89f8-c344d6904405,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Approved,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
97fa475f-19e0-4c99-bed9-a515ad54b00e,37c2cf72-e0a1-4335-9074-0563fe0038d7,"#N/A","#N/A",f9f6936f-fd47-450f-a75b-9b673aef2af1,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Approved,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
984f23e2-480a-40cd-858c-202adbf7849e,631a873b-07cd-41f0-be06-8bbfa16fe365,"#N/A","#N/A",d863a583-a36e-4799-8c63-00261dc8d9ab,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Rejected,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
98645da7-33a3-4512-8f6d-da5b05e561ef,c1f8c1ef-c46c-4d0e-998c-5b07308de5b6,"#N/A","#N/A",98bf18ac-a213-4a34-881e-7eb78daac936,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Closed,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
98680a82-1ee6-4a70-85eb-eea86774c622,5f7657cc-67e8-4e31-aebb-7184f78c9063,"#N/A","#N/A",b7abc88b-afed-4dd4-909f-725be9dfeb2f,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,New,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
98700afb-0176-49ab-a801-9b310d4a7163,e107962e-682e-427b-9360-02e21c9a12d9,"#N/A","#N/A",c3fe9f07-795e-40e9-b1ba-eb7b3bf6b417,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Pending Approval,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
98f22419-7c86-4510-9173-392cb215ecfe,02be6fc9-018d-4c1e-9804-53416ee12e3a,"#N/A","#N/A",0a0de3cb-7e03-464d-9dd2-4d9b623b90d4,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,On Hold,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
98fa035e-5f7f-4704-a78a-9f4597a93cde,f49eb208-0a70-4dd6-814b-ebfc181c3135,"#N/A","#N/A",5d294a4d-816d-4323-af72-af3484815dcd,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,On Hold,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
9908423d-de49-4cdc-9501-a9ebb7afe2eb,4149746a-2b7f-4095-a854-de52d62ff012,"#N/A","#N/A",6fad320e-8522-40e8-9797-af510f0342cc,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,Approved,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
9933e95b-83e9-4d2b-b1d3-d726f476cba7,85626181-e9e7-4368-8677-61c366cbb9dd,"#N/A","#N/A",51a77763-25ec-4d51-8f71-66023967a82b,User Needs Help,false,"#N/A",Medium,User didn't attend training,Escalated,Storing  Data,"#N/A","#N/A","#N/A",Problem,"#N/A"
9935cc00-0286-451c-990a-a28ec59c20b9,d99417b6-f524-4870-8bc3-47c0ee2c6eff,"#N/A","#N/A",670644a5-fa35-4541-a87c-cc902b36fa15,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,Rejected,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
993614e8-b195-45fb-8d99-a295e920a1ba,f49eb208-0a70-4dd6-814b-ebfc181c3135,"#N/A","#N/A",876d4e7f-b0a0-4bcb-8151-3cbd2d38c071,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,New,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
9945213b-4d8e-4c26-bf2f-ccea4530c077,5faf4444-81b7-49f6-9f1a-9863753d536b,"#N/A","#N/A",d31a2814-820e-410b-8885-5a118ec3acb5,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,On Hold,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
995677d3-3057-42dd-b86a-0c30df93209f,0c14799f-e704-4a97-a8d4-4d40425370ea,"#N/A","#N/A",7421846c-38f2-43f0-a226-173d98ddd51a,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,On Hold,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
996f8e63-a9d6-4702-93c6-640519a813a8,8bc52755-a508-4930-82eb-496bf3c8c324,"#N/A","#N/A",6f4da3c1-d019-424e-a1c0-b295225d0b25,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Escalated,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
99913926-188b-4156-b149-b91d84cc52d2,5727a0d7-e0da-4545-bb99-d01459f12a54,"#N/A","#N/A",fb18e7d7-eda8-48bc-8dfe-ab2bc650264a,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Pending Approval,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
99a06979-c57e-45fc-9f5d-8db441a884fe,b14d662f-b5ed-461e-bf48-b9c027e3f881,"#N/A","#N/A",d374d654-9da8-474f-8452-10f2c3ca07af,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Closed,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
99a0b664-996f-4c50-83f9-626a44a87e99,f9d1f544-2273-4078-834a-f06e0cb3cdf2,"#N/A","#N/A",d863a583-a36e-4799-8c63-00261dc8d9ab,I'd like to add a few new users at one time.  Is this possible?,false,"#N/A",Medium,Instructions not clear,Closed,Can we add multiple users at once?,"#N/A","#N/A","#N/A",Question,"#N/A"
99cdf888-2103-4513-a179-956076b91d2a,d63f6627-d8f5-495c-99f1-ed04ce3d0ec3,"#N/A","#N/A",f3f0ee68-199b-42a7-91c9-5c503a3ea098,User Needs Help,false,"#N/A",Medium,User didn't attend training,Escalated,Is this possible?,"#N/A","#N/A","#N/A",Question,"#N/A"
9a067610-5f4a-4e25-869f-7373259fcee9,4149746a-2b7f-4095-a854-de52d62ff012,"#N/A","#N/A",dfde5b2e-c9e9-4b20-9e5e-fc65fcd795d2,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,New,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
9a230bef-ee4f-448e-8df8-10cc62882bcc,cc1fb4e2-329b-4007-b352-738725a99c07,"#N/A","#N/A",75d02e41-8f5b-4fd8-b515-bf8e7b7d8eeb,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Rejected,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
9a3087df-7979-461a-b591-66b74119f61b,d63f6627-d8f5-495c-99f1-ed04ce3d0ec3,"#N/A","#N/A",a853b3a4-62ae-4cea-86db-b856d813d46e,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,Pending Approval,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
9a35b825-fc20-44dc-90dc-b928e367b729,f6e667a6-131d-4b16-8dc8-43f94aa13238,"#N/A","#N/A",7ca2ddd4-ace5-4439-8fd2-1160790b2c33,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,On Hold,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
9aad2158-ae4d-42ef-a4ab-b93c5134b3ab,c0cb55b8-4b4d-4859-9026-f14763109057,"#N/A","#N/A",5d294a4d-816d-4323-af72-af3484815dcd,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Escalated,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
9abea1b9-e4ce-4f3e-9599-63f8a6eabe30,8b24c6f6-f2d3-470b-852e-4e888cd4ecdf,"#N/A","#N/A",4d28bd5d-4345-4fe1-873a-708c4d2c5ca7,Configuration isn't working. Please help.,false,"#N/A",Medium,Instructions not clear,Closed,Configuration isn't working,"#N/A","#N/A","#N/A",Problem,"#N/A"
9ac30be3-980c-40e2-a6cc-3d195757dc07,0af19fb7-a641-4403-abf1-31d074fd3ec8,"#N/A","#N/A",876d4e7f-b0a0-4bcb-8151-3cbd2d38c071,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,New,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
9af3836d-4836-4cde-b27a-37191c856aa9,97771b19-2e50-4bce-ad7b-71325b000a4b,"#N/A","#N/A",7594f128-86c4-461f-8a35-8b143c74f290,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,New,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
9b12c3f3-f3b6-4b1c-b410-3befca59923a,85626181-e9e7-4368-8677-61c366cbb9dd,"#N/A","#N/A",c3fc69d8-75d2-4c3e-903c-7bc0f69af263,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Closed,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
9b20ea25-d566-4079-b429-0d47d1aa2dc6,631178b8-6ebc-41b3-8da4-d946903b5939,"#N/A","#N/A",2324c023-843b-4294-9b7c-c8d8d070863f,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Pending Approval,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
9b6bdcc5-36c0-4a5c-9bbc-d7ddda51c345,631a873b-07cd-41f0-be06-8bbfa16fe365,"#N/A","#N/A",ac5259cb-9683-4b37-b6c6-cc00b0ec8b12,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,New,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
9be63102-672c-4f71-8069-a49326ae3293,73289483-cb1c-416f-bd49-ae2532deeea8,"#N/A","#N/A",2d2f1d9b-17b6-44ce-9aca-62ac8f4bab1a,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,On Hold,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
9be7a8c1-6ae2-4632-8c6b-3b19ad07ed64,b232b8d9-b3e9-4142-bdca-9348d1b05541,"#N/A","#N/A",e5e2b059-a0de-44d5-abc4-bf03785dd96a,EMEA Case,false,"#N/A",Medium,User didn't attend training,New,Is this possible?,"#N/A","#N/A","#N/A",Question,"#N/A"
9bf4a8ca-2f00-49b9-81ae-cf0de492aff1,02861e42-67c8-454f-8357-a52265b19a3a,"#N/A","#N/A",74e802c0-bd45-470d-aeba-4eba3df8dc12,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Approved,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
9bfb0f7a-201e-4c16-9168-9f569ff16843,9851b49a-47e8-4dce-b811-06669170ad67,"#N/A","#N/A",3a786652-5684-4a23-bbc6-f06f88033dbf,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Approved,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
9c1e940a-e169-4847-8c07-a44f7d0e1147,b14d662f-b5ed-461e-bf48-b9c027e3f881,"#N/A","#N/A",8b09abea-1fce-49d4-ac3d-b26ebc62425e,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,On Hold,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
9c6b8838-b503-4e9f-af6a-142121562940,77d9de81-4384-4495-ab27-941e7f569ae1,"#N/A","#N/A",162d33b3-5170-495b-a324-5c51fac6cfc2,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Approved,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
9cbb5a57-e180-4ad4-bc43-22bdd8e23643,01c66fd6-e690-4164-8322-158293db8cba,"#N/A","#N/A",abf50dc0-4ece-4bd8-8585-306b4d8d8733,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,On Hold,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
9cdfe262-819c-497b-8a29-e1f650c60835,048b03b2-d152-453c-8216-2b8272a9397f,"#N/A","#N/A",ba17559b-876b-4a97-b19d-00316728cb32,Prefers Direct Phone Outreach,false,"#N/A",Medium,Complex functionality,Rejected,How to use  Image Fields (Word),"#N/A","#N/A","#N/A",Question,"#N/A"
9ce36974-e838-4f02-ab13-cf8102a67538,520c26e8-43a5-4fe1-b29e-143a84d0d66c,"#N/A","#N/A",55e58b7b-1d09-4786-b368-9c813327c41b,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Closed,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
9d5ac5f8-0ba7-4f11-b8c4-fc8be40c8b1a,015f2471-5f88-42d7-86ad-30f8c87551bc,"#N/A","#N/A",30270dad-4218-4a93-9b01-13491ce7c08c,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,New,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
9d96c520-3b1d-4b5d-98ff-897c7c817872,47a792de-ff1e-457f-abdd-4c7e60c64900,"#N/A","#N/A",e4c278af-c439-4ad5-8ba2-bf17bf58d131,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Pending Approval,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
9db02ec3-8073-4dc1-9163-80e59ec32630,b114bb2e-f811-48b1-8eda-7c8205ac46ea,"#N/A","#N/A",973e9c43-b899-4c3a-ab23-7ced04baa1ea,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,New,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
9dbb828e-3657-48ee-aad0-e2f075411f23,7a6e4a63-ae0e-49a1-baed-3d04ca501875,"#N/A","#N/A",31f394ef-0d2c-4140-9519-770ac8debc80,EMEA Case,false,"#N/A",Medium,User didn't attend training,New,Using attachments as templates,"#N/A","#N/A","#N/A",Problem,"#N/A"
9dbbd63e-8462-4f4f-ae1e-2ba8429893bc,e3346ec9-a5af-4d12-8910-74bb73264a91,"#N/A","#N/A",81f32e91-c616-4c1c-909c-29b8e3f89e0d,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Pending Approval,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
9e11d232-225b-48c2-9d3a-96dcc408d4ec,88c49b66-4b3d-460f-b5c9-4f036aaff47b,"#N/A","#N/A",47e39b64-cafb-4416-a7ac-62286f3613b8,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Pending Approval,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
9e95063e-045c-42b5-a286-e391a796e04f,5da5e849-9267-4769-a533-9d8e86855390,"#N/A","#N/A",bee8ac81-3d5f-4292-8b19-3b8584b10abc,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Pending Approval,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
9e9c30b2-117f-4777-b2f0-d5c87a2400ab,5fc8553f-5340-4afa-9995-cc5c256a1447,"#N/A","#N/A",fc5ec0c1-d287-4c20-a43a-351da0f2b441,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Escalated,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
9eb8080e-68c8-40b5-b052-1ca3b0502d7e,735283ce-53b6-426e-867f-4337ee555bd6,"#N/A","#N/A",84b38ac0-0be0-4b2b-8d6a-dbc95581faa3,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Closed,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
9eded829-858e-40b0-bb38-4023d21031d9,0213b072-c268-4887-bb10-32a2ab04b9da,"#N/A","#N/A",2748122d-659f-424c-9706-54bc5d2c354d,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Rejected,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
9ef16825-7fe0-4dd6-a74e-0701ad3b7968,d63f6627-d8f5-495c-99f1-ed04ce3d0ec3,"#N/A","#N/A",e15cb424-5f12-4080-a8c9-252cfe0b53ba,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Approved,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
9f1c2bc7-8566-4bed-93e4-b18264ed5295,735283ce-53b6-426e-867f-4337ee555bd6,"#N/A","#N/A",f19cacb0-cf87-4248-aaaf-43fe723df75a,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Escalated,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
9f567db4-95b3-47a1-ad0e-0f0f85cadee9,cc1fb4e2-329b-4007-b352-738725a99c07,"#N/A","#N/A",fdbec08d-4295-4586-961a-575a2c8e527a,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Pending Approval,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
9f910e1b-b186-42bb-86fa-7de4e8190e66,d63f6627-d8f5-495c-99f1-ed04ce3d0ec3,"#N/A","#N/A",99c92428-1e67-4f4e-af38-898d70af302e,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Closed,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
9fb589a6-86fc-4943-b202-abd7ad4cb48f,85626181-e9e7-4368-8677-61c366cbb9dd,"#N/A","#N/A",193f278e-405a-4ac0-9627-ded1c488f138,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,On Hold,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
