"Guid","AccountSource","AnnualRevenue","BillingCity","BillingCountry","BillingGeocodeAccuracy","BillingLatitude","BillingLongitude","BillingPostalCode","BillingState","BillingStreet","Description","Fax","Industry","IsCustomerPortal","Jigsaw","Name","NumberOfEmployees","ParentId","Phone","ShippingCity","ShippingCountry","ShippingGeocodeAccuracy","ShippingLatitude","ShippingLongitude","ShippingPostalCode","ShippingState","ShippingStreet","SicDesc","Type","Website"
b0d370c4-78db-4776-89bb-d5037ece0cd9,"#N/A",8.8275E10,New York,United States,"#N/A","#N/A","#N/A",10022-4699,NY,399 Park Ave,Martic-Morales Corp. is the leader in Manufacturing in New York,"#N/A",Manufacturing,false,"#N/A",Browseblab,"#N/A","#N/A",1.212.559.1000,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",100 North Riverside.,"#N/A",Customer,"#N/A"
b11b3c42-2c72-44e7-8ad3-217ab253e5f0,"#N/A",6.30331409E8,Berlin,Germany,"#N/A","#N/A","#N/A","#N/A",Berlin,Friedrich-Ebert-Allee 140,Tara Shea Micko Hospital is the leader in Healthcare in Berlin,"#N/A",Healthcare,false,"#N/A",Yozio,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A"
b18d22c0-bb51-4e31-ad1f-c34813e85086,"#N/A",2.87538616E8,Victoria Park,Australia,"#N/A","#N/A","#N/A",6100,WA,27 Temple St,LexCorp is the leader in Banking in Victoria Park,"#N/A",Banking,false,"#N/A",Trilith,"#N/A","#N/A",(08) 7764 6096,Victoria Park,Australia,"#N/A","#N/A","#N/A",6100,WA,27 Temple St,"#N/A",Customer,"#N/A"
b5c6c3cc-2109-4c0f-8895-9aeb814ce618,"#N/A",3.9208E10,New York,United States,"#N/A","#N/A","#N/A",10282-2198,NY,200 West St Bldg 200,"Voltronics, Inc. is the leader in Energy in New York","#N/A",Energy,false,"#N/A",Buzzbean,"#N/A","#N/A",1.212.902.1000,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
b6a4069d-65dc-448d-9cff-4f979f5b2bfd,"#N/A",2.9111322E7,Savannah,United States,"#N/A","#N/A","#N/A",31410,GA,50137 Brickson Park Alley,"#N/A","#N/A",Consulting,false,"#N/A",Pixope,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
b6bee4ab-9ff3-41cb-8b2e-b5cd2a4b0b2e,"#N/A",4.099E10,Fort Worth,United States,"#N/A","#N/A","#N/A",76155-2664,TX,4333 Amon Carter Blvd,Primary Printing is the leader in Media in Fort Worth,"#N/A",Media,false,"#N/A",Zazio,"#N/A","#N/A",1.817.963.1234,Dallas,US,"#N/A","#N/A","#N/A",75261-9616,TX,P.O. BOX 619616,"#N/A",Prospect,"#N/A"
b8824cab-7554-4f2b-bb2d-88b8f1cf222f,"#N/A",1.38477E11,San Ramon,United States,"#N/A","#N/A","#N/A",94583-2324,CA,6001 Bollinger Canyon Rd,Audioshore is the leader in Technology in San Ramon,"#N/A",Technology,false,"#N/A",Noba,"#N/A","#N/A",1.925.842.1000,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A"
b9760f68-df6a-4e05-8531-a82e92bdd4f7,"#N/A",1222212.0,Indianapolis,United States,"#N/A","#N/A","#N/A",46202,IN,71 Miller Hill,"#N/A","#N/A",Utilities,false,"#N/A",Jabbertype,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
b98514d9-9ddd-4aca-983a-0ea5baa9f86f,"#N/A",7.20606185E8,Cranbourne East,Australia,"#N/A","#N/A","#N/A",3977,VIC,7 Dartmoor Dr,Milliways is the leader in Engineering in Cranbourne East,"#N/A",Engineering,false,"#N/A",Tavu,"#N/A","#N/A",(03) 6820 8401,Cranbourne East,Australia,"#N/A","#N/A","#N/A",3977,VIC,7 Dartmoor Dr,"#N/A",Prospect,"#N/A"
ba641769-cc0f-4141-abf8-e54f2aa2328d,"#N/A",3.0601E10,Beaverton,United States,"#N/A","#N/A","#N/A",97005-0979,OR,1 SW Bowerman Dr,Gadgetron is the leader in Technology in Beaverton,"#N/A",Technology,false,"#N/A",Topicshots,"#N/A","#N/A",1.503.671.6453,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
bb54a6cd-d1d9-4a26-a431-6826192ff095,"#N/A",6.26746894E8,Chatswood,Australia,"#N/A","#N/A","#N/A",2057,NSW,6/14-16 Freeman Rd,Omni Consimer Products is the leader in Government in Chatswood,"#N/A",Government,false,"#N/A",Mynte,"#N/A","#N/A",(02) 6453 6240,Chatswood,Australia,"#N/A","#N/A","#N/A",2057,NSW,6/14-16 Freeman Rd,"#N/A",Customer,"#N/A"
bb881d5d-b216-48d8-a043-66f4719e5809,"#N/A",4.7011E10,Peoria,United States,"#N/A","#N/A","#N/A",61629-0002,IL,100 Ne Adams St,Carthage Automotive is the leader in Automotive in Peoria,"#N/A",Automotive,false,"#N/A",Oloo,"#N/A","#N/A",1.309.675.1000,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A"
bc1f5461-1663-404e-9357-1b156b3b6958,"#N/A",2.90807169E8,Algester,Australia,"#N/A","#N/A","#N/A",4115,QLD,16 Hinterland Cr,McMahon and Tate is the leader in Machinery in Algester,"#N/A",Machinery,false,"#N/A",Meejo,"#N/A","#N/A",(07) 6586 8516,Algester,Australia,"#N/A","#N/A","#N/A",4115,QLD,16 Hinterland Cr,"#N/A",Customer,"#N/A"
bc27a35f-939a-44d0-b135-edd5f545cef2,"#N/A",1.01752E11,Saint Louis,United States,"#N/A","#N/A","#N/A",63121-1824,MO,1 Express Way,Rhapsodic AG is the leader in Retail in Saint Louis,"#N/A",Retail,false,"#N/A",Zoomcast,"#N/A","#N/A",1.314.996.0900,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
bc85d2cb-a465-40f4-9fce-56d1549bbea6,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",IN,"#N/A","#N/A","#N/A",Education,false,"#N/A",Saint Mary's College,350,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A"
bcea0445-22bb-4adc-9293-af146eeee0aa,"#N/A",2.1153104E7,Houston,United States,"#N/A","#N/A","#N/A",77228,TX,2591 Vidon Court,"#N/A","#N/A",Manufacturing,false,"#N/A",Quatz,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
bd5b21a6-e2ea-4928-bccd-c3ea2e49d46e,"#N/A",7.3785E10,Minneapolis,United States,"#N/A","#N/A","#N/A",55403-2542,MN,1000 Nicollet Mall,"Equality Consulting, LLC is the leader in Services in Minneapolis","#N/A",Services,false,"#N/A",Shufflester,"#N/A","#N/A",1.612.304.6073,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",P.O. BOX 81226,"#N/A",Prospect,"#N/A"
bf6a1f4b-05f1-4e20-bb8b-164f8c79b022,"#N/A",3.85068818E8,Cranbourne,Australia,"#N/A","#N/A","#N/A",3977,VIC,40 Toirram Cr,Monarch Playing Card Co. is the leader in Education in Cranbourne,"#N/A",Education,false,"#N/A",Bubblemix,"#N/A","#N/A",(03) 7305 6379,Cranbourne,Australia,"#N/A","#N/A","#N/A",3977,VIC,40 Toirram Cr,"#N/A",Prospect,"#N/A"
c1116883-5c73-47a8-a84a-59509687ead3,"#N/A",1.78663741E8,Canary Wharf,United Kingdom,"#N/A","#N/A","#N/A",E14 5AJ,London,1 Canada Square,St. Francis Hospital is the leader in Healthcare in Canary Wharf,"#N/A",Healthcare,false,"#N/A",Meembee,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A"
c1988452-3feb-453f-be6d-ef09de693672,"#N/A",2.5146E10,Hoffman Estates,United States,"#N/A","#N/A","#N/A",60179-0001,IL,3333 Beverly Rd,SocialScaling is the leader in Communications in Hoffman Estates,"#N/A",Communications,false,"#N/A",Jabbersphere,"#N/A","#N/A",1.847.286.2500,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A"
c2faa3c4-dceb-4ad3-941c-f42897c900e1,"#N/A","#N/A",Brighton,USA,"#N/A","#N/A","#N/A",80020,Colorado,5678 Victory Rd,Alexa Roberts is the leader in Machinery in Brighton,"#N/A",Machinery,false,"#N/A",Dabtype,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
c3142da6-11e0-46f4-bfc1-3a6993f29930,"#N/A","#N/A",Broomfield,USA,"#N/A","#N/A","#N/A",80020,Colorado,1234 Hilltop Road,Rachel Adams is the leader in Healthcare in Broomfield,"#N/A",Healthcare,false,"#N/A",Vimbo,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
c33618ed-92a2-4ac5-8e9f-bba6ec3cd73f,"#N/A",7.0074E10,New Brunswick,United States,"#N/A","#N/A","#N/A",08933-0002,NJ,1 Johnson and Johnson Plz,Budgetworks is the leader in Financial Services in New Brunswick,"#N/A",Financial Services,false,"#N/A",Blognation,"#N/A","#N/A",1.732.524.0400,Neenah,US,"#N/A","#N/A","#N/A",54957-0767,WI,P.O. BOX 767,"#N/A",Customer,"#N/A"
c76436c4-6b79-49b2-8328-74f2bbfc58a2,"#N/A",2.4638374E7,San Jose,United States,"#N/A","#N/A","#N/A",95113,CA,5565 Maple Wood Street,"#N/A","#N/A",Retail,false,"#N/A",Browsezoom,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
cbbd7114-5ca4-41b3-a626-036ade60b972,"#N/A",5.45137679E8,Bibra Lake,Australia,"#N/A","#N/A","#N/A",6163,WA,13 Joshua Cl,PK North is the leader in Healthcare in Bibra Lake,"#N/A",Healthcare,false,"#N/A",Jazzy,"#N/A","#N/A",(08) 7593 7049,Bibra Lake,Australia,"#N/A","#N/A","#N/A",6163,WA,13 Joshua Cl,"#N/A",Prospect,"#N/A"
cbc984f8-778e-4718-a03c-da4080d284c6,"#N/A",2.3697E10,New York,United States,"#N/A","#N/A","#N/A",10023-5860,NY,60 Columbus Cir FL 17,Thrift Bank is the leader in Finance in New York,"#N/A",Finance,false,"#N/A",Jaxworks,"#N/A","#N/A",1.212.364.8200,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",6/10 Mount St,"#N/A",Customer,"#N/A"
ce164e7e-433b-4b5d-bc71-2c388e48bb00,"#N/A",1.9687E10,Springfield,United States,"#N/A","#N/A","#N/A",01111-0001,MA,1295 State St,Sirius Cybernetics Corporation is the leader in Manufacturing in Springfield,"#N/A",Manufacturing,false,"#N/A",Digitube,"#N/A","#N/A",1.413.788.8411,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
d0521ae4-a009-45c0-b4c4-62baa67265be,"#N/A","#N/A",Toronto,Canada,"#N/A","#N/A","#N/A",L4B 1Y3,Ontario,150 Chestnut Street,"GBM is the worldwide leader in technology news and information on the Web and the producer of the longest-running and farthest-reaching television shows about technology. GBM's network of sites combines breakthrough interactive technology with engaging content and design and is consistently ranked as the Internet's leading content network in terms of both audience size and revenue, serving millions of users each day. The company's television programming is broadcast by the USA Network and the Sci-Fi Channel to more than 70 million households and is syndicated to broadcast television stations in the nation's top 120 markets, including the top 10 markets.","#N/A",Corporate Office,false,"#N/A",Global Media,14668,"#N/A",(905) 555-1212,Toronto,Canada,"#N/A","#N/A","#N/A",L4B 1Y3,Ontario,150 Chestnut Street,"#N/A",Prospect,"#N/A"
d0a56c1a-72d1-4cf6-993d-3ac42273b6be,"#N/A",2.8987E10,New York,United States,"#N/A","#N/A","#N/A",10036-8701,NY,1211 Ave of The Americas,Enginomics is the leader in Automotive in New York,"#N/A",Automotive,false,"#N/A",Twiyo,"#N/A","#N/A",1.212.852.7000,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",178 Campbell Parade,"#N/A",Customer,"#N/A"
d2bba2e7-473d-4318-afb2-1a44be2244a8,"#N/A",1.02531E11,Dublin,United States,"#N/A","#N/A","#N/A",43017-1091,OH,7000 Cardinal Pl,Sombra Corporation is the leader in Construction in Dublin,"#N/A",Construction,false,"#N/A",Eazzy,"#N/A","#N/A",1.614.757.5000,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
d323af74-9655-4edf-8316-8746ff7d6a25,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A",McDonalds,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
d40b5a99-c0a4-4353-b849-0f690a74ed32,"#N/A",5.25079613E8,Paris,France,"#N/A","#N/A","#N/A","#N/A",Paris,30 Avenue Montaigne,St. Francis South Side is the leader in Healthcare in Paris,"#N/A",Healthcare,false,"#N/A",Edgepulse,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A"
d5afeaea-971e-40ea-b1da-0ac5a9bad567,"#N/A",5.4289E10,Louisville,United States,"#N/A","#N/A","#N/A",40202-4268,KY,500 W Main St Ste 300,Ankh-Sto Associates is the leader in Apparel in Louisville,"#N/A",Apparel,false,"#N/A",Topicblab,"#N/A","#N/A",1.502.580.1000,Louisville,US,"#N/A","#N/A","#N/A",40214-0601,KY,P.O. BOX 14601,"#N/A",Customer,"#N/A"
d5f64552-3517-4747-9d1c-f20c5ceb8abc,"#N/A",9.3056E10,Charlotte,United States,"#N/A","#N/A","#N/A",28202-4031,NC,100 N Tryon St Ste 220,Velso International is the leader in Manufacturing in Charlotte,"#N/A",Manufacturing,false,"#N/A",Dynazzy,"#N/A","#N/A",1.704.386.5681,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A"
d702fe39-2c18-4ac8-9220-c6fcfc0be4e8,"#N/A",1.4139579037E10,New York,United States,"#N/A","#N/A","#N/A",10010-1655,NY,51 Madison Ave Bsmt 1b,Athena Theraputics is the leader in Healthcare in New York,"#N/A",Healthcare,false,"#N/A",Skimia,"#N/A","#N/A",1.212.576.7000,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
d8c45056-4fa0-46de-ab5d-912493e931c4,"#N/A",4.93945873E8,Bacchus Marsh,Australia,"#N/A","#N/A","#N/A",3340,VIC,57 Clifton Dr,PK South is the leader in Healthcare in Bacchus Marsh,"#N/A",Healthcare,false,"#N/A",Gigaclub,"#N/A","#N/A",(03) 6472 8807,Bacchus Marsh,Australia,"#N/A","#N/A","#N/A",3340,VIC,57 Clifton Dr,"#N/A",Customer,"#N/A"
d901d6f4-3f47-4c6f-a022-849247ac22db,"#N/A",9.02787175E8,Melbourne,Australia,"#N/A","#N/A","#N/A",3000,VIC,350 Collins Street,Extensive Enterprise is the leader in Construction in Melbourne,"#N/A",Construction,false,"#N/A",Zoovu,"#N/A","#N/A",(03) 8967 7597,Melbourne,Australia,"#N/A","#N/A","#N/A",3000,VIC,350 Collins Street,"#N/A",Customer,"#N/A"
da7321b3-794e-4517-8b2d-a999c1b1a2e3,"#N/A",9.05588171E8,Lansvale,Australia,"#N/A","#N/A","#N/A",2166,NSW,4 Riverside Rd,Sixty Second Avenue is the leader in Agriculture in Lansvale,"#N/A",Agriculture,false,"#N/A",Zoomlounge,"#N/A","#N/A",(02) 6837 7271,Lansvale,Australia,"#N/A","#N/A","#N/A",2166,NSW,4 Riverside Rd,"#N/A",Customer,"#N/A"
db7f4377-1c66-4bfe-abbd-99a29e01746c,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",IN,"#N/A","#N/A","#N/A",Education,false,"#N/A",Notre Dame University,1309,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
de042001-bad0-433a-a215-2c381f779745,"#N/A",6.9951E10,New York,United States,"#N/A","#N/A","#N/A",10166-0188,NY,200 Park Ave FL 1200,Synaptic Networking Solutions is the leader in Communications in New York,"#N/A",Communications,false,"#N/A",DabZ,"#N/A","#N/A",1.212.578.2211,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
df856be8-4794-4086-878e-98aa993de2df,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Hospitality,false,"#N/A",IHG Hotels & Resorts,9636,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
e0164a0e-bd89-46c8-9242-93de11c70055,"#N/A",4.0704E10,Atlanta,United States,"#N/A","#N/A","#N/A",30354-1989,GA,1030 Delta Blvd,Taggart Transcontinental is the leader in Shipping in Atlanta,"#N/A",Shipping,false,"#N/A",Layo,"#N/A","#N/A",1.404.715.2600,Atlanta,US,"#N/A","#N/A","#N/A",30320-6001,GA,P.O. BOX 20706,"#N/A",Customer,"#N/A"
e430be55-bed8-4bc4-8a74-3ffd1861316d,"#N/A",9.0033E10,San Francisco,United States,"#N/A","#N/A","#N/A",94104-1205,CA,420 Montgomery St Frnt,Cryptocurrents is the leader in Financial Services in San Francisco,"#N/A",Financial Services,false,"#N/A",Trunyx,"#N/A","#N/A",1.866.878.5865,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",420 Montgomery St Frnt,"#N/A",Prospect,"#N/A"
e506bb85-444a-4c7d-91d2-9b33bd136d44,"#N/A",1.17386E11,Fairfield,United States,"#N/A","#N/A","#N/A",06828-0001,CT,3135 Easton Tpke,"Signal Processing, LLC is the leader in Technology in Fairfield","#N/A",Technology,false,"#N/A",Vitz,"#N/A","#N/A",1.203.373.2211,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A"
e54d9a07-f23a-4763-bbf4-626700a3bf7b,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Restaurant,false,"#N/A",Shake Shack,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A"
e6b49f33-1d59-4339-b6e4-874fc4820d34,"#N/A",6.52105621E8,Bavaria,Germany,"#N/A","#N/A","#N/A","#N/A",Essen,45131 Brüsseler Platz,Tessier-Ashpool is the leader in Government in Bavaria,"#N/A",Government,false,"#N/A",Eidel,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A"
e80fd1a7-7367-4c09-a177-6e672a1da97c,"#N/A",3317099.0,Houston,United States,"#N/A","#N/A","#N/A",77240,TX,6051 Northridge Park,"#N/A","#N/A",Consulting,false,"#N/A",Gevee,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
e81b69de-f221-46d0-a225-f58602d51fe6,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Restaurant,false,"#N/A",KFC,500,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A"
e8866c8b-18ea-4da0-9625-e37d7721cc26,"#N/A",2.4520919E7,Pueblo,United States,"#N/A","#N/A","#N/A",81005,CO,336 Erie Plaza,"#N/A","#N/A",Utilities,false,"#N/A",Linklinks,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
e8915bbf-f7c3-4296-82d3-796482937f2b,"#N/A",7.91565E10,Indianapolis,United States,"#N/A","#N/A","#N/A",46204-4902,IN,120 Monument Cir Ste 200,Kellerman Corp. is the leader in Consumer Goods in Indianapolis,"#N/A",Consumer Goods,false,"#N/A",Rhynyx,"#N/A","#N/A",1.317.488.6000,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A"
eb1461ad-b11e-41d7-a6f6-eacb79171078,"#N/A",7.2258E10,Findlay,United States,"#N/A","#N/A","#N/A",45840-3229,OH,539 S Main St,Claton Gardner Hospital is the leader in Healthcare in Findlay,"#N/A",Healthcare,false,"#N/A",Topdrive,"#N/A","#N/A",1.419.422.2121,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
ec0d33e9-a0de-4040-990d-81f5eb170735,"#N/A",3.0944938E10,Framingham,United States,"#N/A","#N/A","#N/A",01701-4698,MA,770 Cochituate Rd Ste 1,Prandial Foods is the leader in Consumer Goods in Framingham,"#N/A",Consumer Goods,false,"#N/A",Yodel,"#N/A","#N/A",1.508.390.1000,Framingham,US,"#N/A","#N/A","#N/A",01701-9133,MA,P.O. BOX 9133,"#N/A",Customer,"#N/A"
ef7b6bbe-f205-4dd3-a4b6-58f7d94f2900,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A",Sample Account for Entitlements,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
f3c45773-7499-4db0-a182-cc1eec34e68e,"#N/A",1.07006E11,Seattle,United States,"#N/A","#N/A","#N/A",98109-5210,WA,410 Terry Ave N,Heimdall College of Optometry is the leader in Higher Education in Seattle,"#N/A",Higher Education,false,"#N/A",Bluezoom,"#N/A","#N/A",1.206.266.1000,Seattle,US,"#N/A","#N/A","#N/A",98108-1300,WA,P.O. BOX 81226,"#N/A",Prospect,"#N/A"
f3dae4fb-ae36-4a11-8171-abec912d02dd,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",MD,"#N/A","#N/A","#N/A",Hospitality,false,"#N/A",Marriott Hotels,170234,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A"
f3e34ce3-2a13-4cbc-b48c-e9ffe42bb814,"#N/A",4.12752795E8,Avoca Beach,Australia,"#N/A","#N/A","#N/A",2251,NSW,18 Hillside Rd,CL North is the leader in Healthcare in Avoca Beach,"#N/A",Healthcare,false,"#N/A",Photolist,"#N/A","#N/A",(02) 7233 8627,Avoca Beach,Australia,"#N/A","#N/A","#N/A",2251,NSW,18 Hillside Rd,"#N/A",Customer,"#N/A"
f43d6aa3-5c6e-43d3-9255-5eaa02186a7b,"#N/A",2.68882E11,Irving,United States,"#N/A","#N/A","#N/A",75039-2298,TX,5959 Las Colinas Blvd,"Custom Metal, LLC is the leader in Automotive in Irving","#N/A",Automotive,false,"#N/A",Realfire,"#N/A","#N/A",1.972.444.1000,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A"
f449bfd7-7c27-40be-af83-8af38e83b95f,"#N/A",5.6771552999E10,Boise,United States,"#N/A","#N/A","#N/A",83706-3999,ID,250 E Parkcenter Blvd,Spruik Communications is the leader in Communications in Boise,"#N/A",Communications,false,"#N/A",Skyvu,"#N/A","#N/A",1.208.395.6200,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
fb90275d-f07b-4645-91aa-f41afe5c09de,"#N/A",7.20606185E8,Turin,Italy,"#N/A","#N/A","#N/A","#N/A",Turin,"Via Nizza, 250",TF North is the leader in Healthcare in Turin,"#N/A",Healthcare,false,"#N/A",Realcube,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A"
fc38164e-4732-485a-8183-61e6916f096d,"#N/A",7.40417719E8,Paris,France,"#N/A","#N/A","#N/A","#N/A","#N/A",75 Avenue de la Grande Armée,Universal Export is the leader in Shipping,"#N/A",Shipping,false,"#N/A",Talane,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A"
fccae9e2-33c3-4b2b-9e86-e0b447569233,"#N/A",2.3633E10,Houston,United States,"#N/A","#N/A","#N/A",77032-3299,TX,3000 N Sam Houston Pkwy E,Systym Vitals is the leader in Technology in Houston,"#N/A",Technology,false,"#N/A",Twinder,"#N/A","#N/A",1.281.871.2699,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
fe425517-98e5-4531-8dad-1741d41085fd,"#N/A",7.9457611E7,Paris,France,"#N/A","#N/A","#N/A","#N/A",Paris,75716,Sto Plains Holdings is the leader in Agriculture in Paris,"#N/A",Agriculture,false,"#N/A",Plambee,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A"
fe81b6bd-d036-4aec-8fb6-0c189e69177e,"#N/A",2.89485471E8,Ballarat Central,Australia,"#N/A","#N/A","#N/A",3350,VIC,50 Loch Av,Incom Corporation is the leader in Manufacturing in Ballarat Central,"#N/A",Manufacturing,false,"#N/A",Realbridge,"#N/A","#N/A",(03) 8300 7460,Ballarat Central,Australia,"#N/A","#N/A","#N/A",3350,VIC,50 Loch Av,"#N/A",Prospect,"#N/A"
